Serial No,Location,Apartment_size,Bed,Bath,Price,Area
371,"Dhanmondi, Dhaka",1500,3,3,30000,Dhanmondi
372,"Sector 11, Uttara, Dhaka",1480,3,4,35000,Uttara
373,"Road No 5, Sector 10, Uttara, Dhaka",2150,3,3,35000,Uttara
374,"Banani, Dhaka",3245,4,4,110000,Banani
375,"Banani, Dhaka",3245,4,4,110000,Banani
376,"Banani, Dhaka",3245,4,4,110000,Banani
377,"Block J, Baridhara, Dhaka",3100,4,4,150000,Baridhara
378,"Banani, Dhaka",3245,4,4,110000,Banani
379,"Avenue 1, Mirpur DOHS, Mirpur, Dhaka",1165,2,3,26000,Mirpur
380,"Nikunja 2, Nikunja, Dhaka",1500,3,3,28000,Nikunja
381,"Block D, Section 12, Mirpur, Dhaka",950,3,2,13500,Mirpur
382,"Sector 4, Uttara, Dhaka",1530,3,4,30000,Uttara
383,"South Pirerbag, Pirerbag, Mirpur, Dhaka",600,1,1,7500,Mirpur
384,"Block A, Niketan, Dhaka",1750,3,2,110000,Niketan
385,"Block I, Bashundhara R-A, Dhaka",2250,3,4,30000,Bashundhara
386,"Malibagh, Dhaka",800,2,2,17000,Malibagh
387,"Block A, Bashundhara R-A, Dhaka",1450,3,3,120000,Bashundhara
388,"Cantonment, Dhaka",1450,3,4,30000,Cantonment
389,"Sector 10, Uttara, Dhaka",1050,3,2,16000,Uttara
390,"Block D, Bashundhara R-A, Dhaka",1250,3,3,30000,Bashundhara
391,"Sector 10, Uttara, Dhaka",1600,3,3,20000,Uttara
392,"Block C, Bashundhara R-A, Dhaka",1700,3,3,30000,Bashundhara
393,"Block A, Sat Masjid Housing, Mohammadpur, Dhaka",950,2,3,21000,Mohammadpur
394,"Block H, Banasree, Dhaka",1550,4,4,31000,Banasree
395,"Niketan, Dhaka",2075,3,4,45000,Niketan
396,"Sector 10, Uttara, Dhaka",1400,3,3,22000,Uttara
397,"Sector 12, Uttara, Dhaka",850,2,2,16000,Uttara
398,"Block C, Bashundhara R-A, Dhaka",2600,3,4,42000,Bashundhara
399,"Shahbagh, Dhaka",600,1,1,17000,Shahbagh
400,"Dhanmondi, Dhaka",850,3,3,25000,Dhanmondi
401,"Block A, Sat Masjid Housing, Mohammadpur, Dhaka",950,2,3,21000,Mohammadpur
402,"PC Culture Housing, Mohammadpur, Dhaka",750,2,2,13000,Mohammadpur
403,"Sector 11, Uttara, Dhaka",1500,4,3,40000,Uttara
404,"Sector 11, Uttara, Dhaka",1500,4,3,40000,Uttara
405,"Sector 11, Uttara, Dhaka",1500,4,4,40000,Uttara
406,"Block D, Bashundhara R-A, Dhaka",3000,3,5,55000,Bashundhara
407,"Baridhara DOHS, Dhaka",1500,3,3,57000,Baridhara
408,"Sector 11, Uttara, Dhaka",1500,4,4,40000,Uttara
409,"Sector 11, Uttara, Dhaka",1500,4,4,40000,Uttara
410,"Banasree, Dhaka",1200,3,3,20000,Banasree
411,"Sector 4, Uttara, Dhaka",1875,3,3,50000,Uttara
412,"Nikunja 2, Nikunja, Dhaka",1500,3,3,45000,Nikunja
413,"Baitul Aman Housing Society, Adabor, Dhaka",1200,3,3,20000,Adabor
414,"Block E, Banasree, Dhaka",1075,3,2,19260,Banasree
415,"Baridhara, Dhaka",2500,4,4,160000,Baridhara
416,"Gulshan 2, Gulshan, Dhaka",2250,3,3,110000,Gulshan
417,"Uttar Badda, Badda, Dhaka",1250,3,3,22000,Badda
418,"Sector 4, Uttara, Dhaka",1300,3,3,28000,Uttara
419,"Khilkhet, Dhaka",750,2,2,12000,Khilkhet
420,"Baridhara, Dhaka",4000,4,4,250000,Baridhara
421,"Block D, Bashundhara R-A, Dhaka",1250,3,3,21000,Bashundhara
422,"Pirerbag, Mirpur, Dhaka",970,3,3,13000,Mirpur
423,"Block B, Bashundhara R-A, Dhaka",2100,4,5,67500,Bashundhara
424,"Baridhara DOHS, Dhaka",1350,3,3,70000,Baridhara
425,"Block C, Bashundhara R-A, Dhaka",1700,3,3,30000,Bashundhara
426,"Mohammadi Housing LTD., Mohammadpur, Dhaka",1600,3,3,27000,Mohammadpur
427,"Uttar Badda, Badda, Dhaka",1765,3,3,20000,Badda
428,"Block F, Bashundhara R-A, Dhaka",1500,3,3,25000,Bashundhara
429,"Gulshan 1, Gulshan, Dhaka",2600,4,4,85000,Gulshan
430,"Malibagh, Dhaka",700,2,2,20000,Malibagh
431,"Baitul Aman Housing Society, Adabor, Dhaka",1200,3,3,20000,Adabor
432,"Cantonment, Dhaka",1350,3,4,22000,Cantonment
433,"Block A, Nobodoy Housing Society, Mohammadpur, Dhaka",1000,3,2,16000,Mohammadpur
434,"Banani, Dhaka",1600,3,3,45000,Banani
435,"Baitul Aman Housing Society, Adabor, Dhaka",1200,3,3,20000,Adabor
436,"Uttara, Dhaka",900,3,3,30000,Uttara
437,"Block A, Chad Uddan Housing, Mohammadpur, Dhaka",950,3,2,15000,Mohammadpur
438,"Block G, Bashundhara R-A, Dhaka",1500,3,3,50000,Bashundhara
439,"Block H, Banasree, Dhaka",1550,4,4,30000,Banasree
440,"Gulshan 2, Gulshan, Dhaka",2200,3,3,90000,Gulshan
441,"Dhanmondi, Dhaka",1200,3,3,33000,Dhanmondi
442,"Monipuripara, Tejgaon, Dhaka",900,2,2,18000,Tejgaon
443,"Block C, Bashundhara R-A, Dhaka",1320,3,4,25000,Bashundhara
444,"Tejgaon, Dhaka",950,3,2,23000,Tejgaon
445,"Uttara, Dhaka",1800,3,3,30000,Uttara
446,"Block G, Bashundhara R-A, Dhaka",1600,3,3,25000,Bashundhara
447,"Gulshan 2, Gulshan, Dhaka",3800,3,4,300000,Gulshan
448,"Baitul Aman Housing Society, Adabor, Dhaka",1200,3,3,20000,Adabor
449,"Baitul Aman Housing Society, Adabor, Dhaka",1200,3,3,20000,Adabor
450,"Mirpur, Dhaka",1350,3,3,20000,Mirpur
451,"Mirpur, Dhaka",1000,2,3,13000,Mirpur
452,"Baitul Aman Housing Society, Adabor, Dhaka",1200,3,3,20000,Adabor
453,"Block C, Bashundhara R-A, Dhaka",1810,3,3,30000,Bashundhara
454,"East Goran, Goran, Khilgaon, Dhaka",980,2,2,9000,Khilgaon
455,"Khilgaon, Dhaka",700,2,2,13000,Khilgaon
456,"Mohammadpur, Dhaka",750,2,2,25000,Mohammadpur
457,"Sector 3, Uttara, Dhaka",1500,3,3,26000,Uttara
458,"Mohammadpur, Dhaka",750,2,2,14000,Mohammadpur
459,"Shyamoli Housing, Shekhertek, Mohammadpur, Dhaka",1400,3,3,18000,Shyamoli
460,"Mirpur, Dhaka",1350,3,3,20000,Mirpur
461,"Baridhara, Dhaka",3200,4,4,200000,Baridhara
462,"Block B, Aftab Nagar, Dhaka",1200,3,2,20000,Aftab Nagar
463,"Sector 11, Uttara, Dhaka",900,2,2,21000,Uttara
464,"Baitul Aman Housing Society, Adabor, Dhaka",1200,3,3,20000,Adabor
465,"Block H, Bashundhara R-A, Dhaka",1500,3,3,26000,Bashundhara
466,"Section 12, Mirpur, Dhaka",1600,3,3,19000,Mirpur
467,"Lalmatia, Dhaka",1580,3,3,35000,Lalmatia
468,"Block H, Bashundhara R-A, Dhaka",2045,3,4,100000,Bashundhara
469,"Gulshan 2, Gulshan, Dhaka",4200,4,4,250000,Gulshan
470,"Mohammadi Housing LTD., Mohammadpur, Dhaka",1100,3,3,16500,Mohammadpur
471,"Baitul Aman Housing Society, Adabor, Dhaka",1200,3,3,20000,Adabor
472,"Block D, Bashundhara R-A, Dhaka",2800,4,4,50000,Bashundhara
473,"Sector 10, Uttara, Dhaka",800,2,2,16000,Uttara
474,"Block C, Bashundhara R-A, Dhaka",1700,3,3,30000,Bashundhara
475,"South Monipur, Mirpur, Dhaka",1150,3,2,15000,Mirpur
476,"Block G, Bashundhara R-A, Dhaka",1550,3,3,21000,Bashundhara
477,"Block F, Bashundhara R-A, Dhaka",1735,3,3,32000,Bashundhara
478,"Baitul Aman Housing Society, Adabor, Dhaka",1550,3,3,30000,Adabor
479,"Mohammadpur, Dhaka",2700,3,3,60000,Mohammadpur
480,"Malibagh, Dhaka",700,2,2,20000,Malibagh
481,"Baridhara, Dhaka",4200,4,4,400000,Baridhara
482,"Mohammadia Housing Society, Mohammadpur, Dhaka",1550,3,3,34000,Mohammadpur
483,"Block H, Bashundhara R-A, Dhaka",1450,3,3,26000,Bashundhara
484,"Sector 6, Uttara, Dhaka",2900,4,4,80000,Uttara
485,"Block K, Baridhara, Dhaka",2800,4,4,120000,Baridhara
486,"Gulshan 2, Gulshan, Dhaka",2350,3,4,80000,Gulshan
487,"Baridhara, Dhaka",3200,4,4,200000,Baridhara
488,"Banani, Dhaka",3000,4,5,120000,Banani
489,"Sector 9, Uttara, Dhaka",2000,3,3,35000,Uttara
490,"Gulshan 1, Gulshan, Dhaka",2800,3,3,85000,Gulshan
491,"Sector 3, Uttara, Dhaka",1550,3,3,30000,Uttara
492,"Sector 1, Uttara, Dhaka",2600,4,4,50000,Uttara
493,"Section 10, Mirpur, Dhaka",650,2,2,14000,Mirpur
494,"Sector 14, Uttara, Dhaka",900,3,2,20000,Uttara
495,"Gulshan 1, Gulshan, Dhaka",2100,3,3,60000,Gulshan
496,"Dakkhin Paikpara, Paikpara, Mirpur, Dhaka",1100,3,2,17000,Mirpur
497,"Dhanmondi, Dhaka",1600,3,4,37000,Dhanmondi
498,"Banani, Dhaka",2700,3,3,140000,Banani
499,"Sector 3, Uttara, Dhaka",2200,4,4,40000,Uttara
500,"PC Culture Housing, Mohammadpur, Dhaka",500,2,1,10000,Mohammadpur
501,"Mirpur, Dhaka",1300,3,3,20000,Mirpur
502,"Gulshan 2, Gulshan, Dhaka",2200,3,3,100000,Gulshan
503,"Block B, Aftab Nagar, Dhaka",850,2,1,16000,Aftab Nagar
504,"Naya Paltan, Motijheel, Dhaka",900,3,2,30000,Paltan
505,"Sector 13, Uttara, Dhaka",800,2,2,15000,Uttara
506,"Gulshan 2, Gulshan, Dhaka",3500,4,4,250000,Gulshan
507,"Sector 7, Uttara, Dhaka",1830,3,4,35000,Uttara
508,"Tikatuli, Sutrapur, Dhaka",750,3,2,15000,Sutrapur
509,"Shantinagar, Dhaka",1200,3,3,30000,Shantinagar
510,"Shegunbagicha, Dhaka",1550,3,3,40000,Shegunbagicha
511,"Block D, Bashundhara R-A, Dhaka",1300,3,3,30000,Bashundhara
512,"Sector 13, Uttara, Dhaka",850,2,2,17000,Uttara
513,"Block C, Section 2, Mirpur, Dhaka",1600,3,3,25000,Mirpur
514,"Khilgaon, Dhaka",1300,3,3,28500,Khilgaon
515,"Mohakhali DOHS, Dhaka",2750,3,4,150000,Mohakhali
516,"Sector 4, Uttara, Dhaka",1500,3,3,50000,Uttara
517,"Motijheel, Dhaka",1300,3,3,25000,Motijheel
518,"Gulshan 1, Gulshan, Dhaka",1800,3,3,65000,Gulshan
519,"Gulshan 1, Gulshan, Dhaka",2700,3,3,110000,Gulshan
520,"Mohakhali DOHS, Dhaka",1800,2,2,50000,Mohakhali
521,"Block H, Bashundhara R-A, Dhaka",1200,3,3,17000,Bashundhara
522,"Block A, Rajuk Uttara Apartment Project, Sector 18, Uttara, Dhaka",1654,3,3,14000,Uttara
523,"Block D, Bashundhara R-A, Dhaka",2350,4,4,48000,Bashundhara
524,"Sector 9, Uttara, Dhaka",2000,3,4,35000,Uttara
525,"Bashundhara R-A, Dhaka",1800,4,4,40000,Bashundhara
526,"Block C, Bashundhara R-A, Dhaka",1650,3,3,28000,Bashundhara
527,"Sector 10, Uttara, Dhaka",1550,3,4,22000,Uttara
528,"Sector 11, Uttara, Dhaka",1300,3,3,25000,Uttara
529,"West Shewrapara, Mirpur, Dhaka",1150,3,3,16000,Mirpur
530,"Mohakhali DOHS, Dhaka",2700,4,4,100000,Mohakhali
531,"Sector 10, Uttara, Dhaka",1800,3,4,40000,Uttara
532,"West Dhanmondi and Shangkar, Dhanmondi, Dhaka",1000,2,2,40000,Dhanmondi
533,"Gulshan 2, Gulshan, Dhaka",4200,4,8,300000,Gulshan
534,"Bashundhara R-A, Dhaka",1800,4,4,40000,Bashundhara
535,"Sector 6, Uttara, Dhaka",1050,3,2,25000,Uttara
536,"Uttar Badda, Badda, Dhaka",880,2,2,13000,Badda
537,"Dhanmondi, Dhaka",3346,4,4,90000,Dhanmondi
538,"Block B, Banasree, Dhaka",1150,3,2,20000,Banasree
539,"Block B, Banasree, Dhaka",900,2,2,18500,Banasree
540,"Middle Pirerbag, Pirerbag, Mirpur, Dhaka",1100,3,3,15000,Mirpur
541,"Gulshan 1, Gulshan, Dhaka",2500,4,4,200000,Gulshan
542,"Uttara, Dhaka",1800,3,3,30000,Uttara
543,"Block C, Bashundhara R-A, Dhaka",1700,3,3,30000,Bashundhara
544,"Goran, Khilgaon, Dhaka",650,2,2,11000,Khilgaon
545,"Mohammadpur, Dhaka",1270,3,3,16000,Mohammadpur
546,"Taltola, Khilgaon, Dhaka",1000,3,2,20000,Taltola
547,"East Shewrapara, Mirpur, Dhaka",1300,3,3,22000,Mirpur
548,"Block D, Mohanagar Housing, West Rampura, Rampura, Dhaka",1124,3,3,25000,Rampura
549,"Block F, Section 11, Mirpur, Dhaka",650,2,2,10000,Mirpur
550,"Block G, Bashundhara R-A, Dhaka",3000,4,5,90000,Bashundhara
551,"PC Culture Housing, Mohammadpur, Dhaka",800,2,2,14000,Mohammadpur
552,"Block G, Bashundhara R-A, Dhaka",1550,3,2,25000,Bashundhara
553,"Sector 3, Uttara, Dhaka",1500,3,3,26000,Uttara
554,"Banani, Dhaka",3000,4,5,70000,Banani
555,"West Shewrapara, Mirpur, Dhaka",550,1,1,12000,Mirpur
556,"Gulshan 2, Gulshan, Dhaka",5000,4,4,350000,Gulshan
557,"Baridhara, Dhaka",1500,2,2,115000,Baridhara
558,"Sector 14, Uttara, Dhaka",1800,3,3,28000,Uttara
559,"Sector 14, Uttara, Dhaka",900,2,2,20000,Uttara
560,"Sector 14, Uttara, Dhaka",1200,3,2,20000,Uttara
561,"Gulshan 1, Gulshan, Dhaka",2700,4,4,70000,Gulshan
562,"Sector 11, Uttara, Dhaka",2200,4,4,35000,Uttara
563,"Sector 3, Uttara, Dhaka",1200,2,2,45000,Uttara
564,"East Goran, Goran, Khilgaon, Dhaka",1050,3,3,15000,Khilgaon
565,"Sector 11, Uttara, Dhaka",1350,3,3,30000,Uttara
566,"Baitul Aman Housing Society, Adabor, Dhaka",1200,3,3,21000,Adabor
567,"Baitul Aman Housing Society, Adabor, Dhaka",1200,3,3,21000,Adabor
568,"Block D, Bashundhara R-A, Dhaka",2250,4,5,60000,Bashundhara
569,"Rajabazar, Tejgaon, Dhaka",1050,3,2,26000,Tejgaon
570,"Block F, Bashundhara R-A, Dhaka",2300,4,4,55000,Bashundhara
571,"Kathalbagan, Dhaka",1200,3,3,25000,Kathalbagan
572,"Sector 13, Uttara, Dhaka",900,2,2,20000,Uttara
573,"Shantibag, Malibagh, Dhaka",1075,3,3,25000,Malibagh
574,"Rajabazar, Tejgaon, Dhaka",1050,3,2,26000,Tejgaon
575,"Block A, Bashundhara R-A, Dhaka",1400,3,3,24000,Bashundhara
576,"Sector 3, Uttara, Dhaka",2300,4,4,50000,Uttara
577,"Block C, Bashundhara R-A, Dhaka",1700,3,3,30000,Bashundhara
578,"Merul Badda, Badda, Dhaka",1550,3,3,22000,Badda
579,"Sector 13, Uttara, Dhaka",900,2,2,20000,Uttara
580,"Block B, Bashundhara R-A, Dhaka",1980,3,4,30000,Bashundhara
581,"Sector 3, Uttara, Dhaka",1625,3,3,25000,Uttara
582,"Sector 4, Uttara, Dhaka",1400,3,3,23000,Uttara
583,"Bashundhara R-A, Dhaka",1800,4,4,40000,Bashundhara
584,"Banani, Dhaka",2600,3,4,120000,Banani
585,"Sector 3, Uttara, Dhaka",1600,3,3,35000,Uttara
586,"Baridhara, Dhaka",1700,3,3,80000,Baridhara
587,"Sector 3, Uttara, Dhaka",1550,3,3,35000,Uttara
588,"Mohammadpur, Dhaka",950,3,2,24000,Mohammadpur
589,"Merul Badda, Badda, Dhaka",1400,3,3,25000,Badda
590,"Merul Badda, Badda, Dhaka",1300,3,3,25000,Badda
591,"Uttar Badda, Badda, Dhaka",1170,3,3,17000,Badda
592,"Sector 13, Uttara, Dhaka",1000,3,3,20000,Uttara
593,"Block B, Bashundhara R-A, Dhaka",2800,4,5,70000,Bashundhara
594,"Banani, Dhaka",2600,3,3,100000,Banani
595,"Tilpapara, Khilgaon, Dhaka",1100,3,3,24500,Khilgaon
596,"Mirpur, Dhaka",600,2,2,10000,Mirpur
597,"Mohakhali DOHS, Dhaka",2750,3,3,150000,Mohakhali
598,"Dhanmondi, Dhaka",2700,3,3,90000,Dhanmondi
599,"Block G, Bashundhara R-A, Dhaka",1650,4,4,34500,Bashundhara
600,"Sector 10, Uttara, Dhaka",1730,3,4,27000,Uttara
601,"Block D, Bashundhara R-A, Dhaka",1400,3,3,28000,Bashundhara
602,"Block I, Bashundhara R-A, Dhaka",1850,4,4,30000,Bashundhara
603,"Baridhara DOHS, Dhaka",1485,3,3,75000,Baridhara
604,"Uttar Badda, Badda, Dhaka",850,2,2,16000,Badda
605,"Baitul Aman Housing Society, Adabor, Dhaka",800,2,2,16000,Adabor
606,"Block F, Bashundhara R-A, Dhaka",1650,3,3,26000,Bashundhara
607,"Block A, Lalmatia, Dhaka",1750,3,3,45000,Lalmatia
608,"Block I, Bashundhara R-A, Dhaka",1300,2,4,30000,Bashundhara
609,"Baitul Aman Housing Society, Adabor, Dhaka",850,2,2,15000,Adabor
610,"Kalachandpur, Dhaka",1200,2,2,18000,Kalachandpur
611,"Sector 10, Uttara, Dhaka",1500,3,3,27000,Uttara
612,"Sector 9, Uttara, Dhaka",1000,3,2,18000,Uttara
613,"Banani, Dhaka",2800,3,4,125000,Banani
614,"Sector 11, Uttara, Dhaka",500,2,1,16000,Uttara
615,"Senpara Parbata, Section 10, Mirpur, Dhaka",900,2,2,13000,Mirpur
616,"PC Culture Housing, Mohammadpur, Dhaka",850,3,2,14000,Mohammadpur
617,"Sector 3, Uttara, Dhaka",2300,2,4,50000,Uttara
618,"Block H, Bashundhara R-A, Dhaka",1400,3,3,24000,Bashundhara
619,"Pirerbag, Mirpur, Dhaka",1200,3,3,17000,Mirpur
620,"East Rampura, Rampura, Dhaka",760,2,2,14000,Rampura
621,"Gulshan 2, Gulshan, Dhaka",2091,3,3,80000,Gulshan
622,"Rajabazar, Tejgaon, Dhaka",1000,2,3,22000,Tejgaon
623,"PC Culture Housing, Mohammadpur, Dhaka",725,2,2,16000,Mohammadpur
624,"Mohakhali DOHS, Dhaka",2750,3,3,150000,Mohakhali
625,"Gulshan 1, Gulshan, Dhaka",3950,4,4,170000,Gulshan
626,"Baridhara, Dhaka",2800,4,5,160000,Baridhara
627,"Senpara Parbata, Section 10, Mirpur, Dhaka",750,2,2,14500,Mirpur
628,"Rajabazar, Tejgaon, Dhaka",1050,3,2,26000,Tejgaon
629,"Shantibag, Malibagh, Dhaka",800,2,2,18000,Malibagh
630,"Banani, Dhaka",2600,4,4,120000,Banani
631,"South Banasree Project, Banasree, Dhaka",2201,4,4,35000,Banasree
632,"Block A, Bashundhara R-A, Dhaka",3600,4,5,80000,Bashundhara
633,"Block D, Bashundhara R-A, Dhaka",1400,3,3,28000,Bashundhara
634,"Block J, Bashundhara R-A, Dhaka",2500,4,5,35000,Bashundhara
635,"Block A, Nobodoy Housing Society, Mohammadpur, Dhaka",1100,3,2,17000,Mohammadpur
636,"Block G, Bashundhara R-A, Dhaka",1500,3,3,25000,Bashundhara
637,"Block B, Bashundhara R-A, Dhaka",1975,3,3,40000,Bashundhara
638,"Section 1, Mirpur, Dhaka",1100,3,2,14000,Mirpur
639,"North Pirerbag, Pirerbag, Mirpur, Dhaka",750,2,2,8500,Mirpur
640,"RK Mission Road, Gopibag, Motijheel, Dhaka",800,2,2,15000,Motijheel
641,"Gulshan 1, Gulshan, Dhaka",2000,3,3,80000,Gulshan
642,"Gulshan 1, Gulshan, Dhaka",2000,3,3,100000,Gulshan
643,"Block C, Bashundhara R-A, Dhaka",1700,3,3,30000,Bashundhara
644,"Dhanmondi, Dhaka",1660,3,3,40000,Dhanmondi
645,"Rajabazar, Tejgaon, Dhaka",1050,3,2,26000,Tejgaon
646,"Gulshan 2, Gulshan, Dhaka",5800,4,4,650000,Gulshan
647,"Shantinagar, Dhaka",700,2,2,21000,Shantinagar
648,"Block A, Mohanagar Housing, West Rampura, Rampura, Dhaka",1700,3,4,30000,Rampura
649,"Block F, Bashundhara R-A, Dhaka",1700,3,4,25000,Bashundhara
650,"Sector 14, Uttara, Dhaka",1550,3,3,26000,Uttara
651,"Sector 7, Uttara, Dhaka",2800,4,4,40000,Uttara
652,"Block K, Baridhara, Dhaka",2750,3,3,160000,Baridhara
653,"Wari, Sutrapur, Dhaka",650,2,2,18000,Sutrapur
654,"Gulshan 2, Gulshan, Dhaka",2750,3,3,100000,Gulshan
655,"Baridhara DOHS, Dhaka",1300,3,4,50000,Baridhara
656,"Merul Badda, Badda, Dhaka",1400,3,3,25000,Badda
657,"Merul Badda, Badda, Dhaka",1400,3,3,25000,Badda
658,"Badda, Dhaka",1200,2,2,16000,Badda
659,"Sector 3, Uttara, Dhaka",1100,3,3,28000,Uttara
660,"Monipuripara, Tejgaon, Dhaka",1000,3,2,24000,Tejgaon
661,"Banani, Dhaka",1675,4,4,55000,Banani
662,"Gulshan 1, Gulshan, Dhaka",2300,4,4,70000,Gulshan
663,"Baridhara, Dhaka",2580,4,4,140000,Baridhara
664,"Bashundhara R-A, Dhaka",1800,4,4,40000,Bashundhara
665,"Avenue 6, Mirpur DOHS, Mirpur, Dhaka",2200,3,3,35000,Mirpur
666,"Gulshan 2, Gulshan, Dhaka",2300,3,3,80000,Gulshan
667,"Baitul Aman Housing Society, Adabor, Dhaka",1200,3,3,21000,Adabor
668,"Baitul Aman Housing Society, Adabor, Dhaka",1200,3,3,21000,Adabor
669,"Shyamoli, Dhaka",1240,3,3,19000,Shyamoli
670,"Sector 9, Uttara, Dhaka",1442,3,3,25000,Uttara
671,"Block K, Baridhara, Dhaka",2800,3,3,110000,Baridhara
672,"Pirerbag, Mirpur, Dhaka",1050,2,2,13000,Mirpur
673,"Block C, Bashundhara R-A, Dhaka",1810,3,4,27000,Bashundhara
674,"Maghbazar, Dhaka",850,2,2,17000,Maghbazar
675,"Block I, Bashundhara R-A, Dhaka",1850,3,4,60000,Bashundhara
676,"Sector 12, Uttara, Dhaka",850,2,2,16000,Uttara
677,"Sector 13, Uttara, Dhaka",850,2,2,17000,Uttara
678,"Kalabagan, Dhaka",1375,3,4,32000,Kalabagan
679,"Sector 10, Uttara, Dhaka",1550,3,4,45000,Uttara
680,"Gulshan 1, Gulshan, Dhaka",2500,4,4,200000,Gulshan
681,"Pirerbag, Mirpur, Dhaka",850,2,2,11000,Mirpur
682,"Road No 7, Block E, Banasree, Dhaka",900,3,2,17000,Banasree
683,"Sector 7, Uttara, Dhaka",1650,3,3,70000,Uttara
684,"Block C, Aftab Nagar, Dhaka",1700,3,4,30000,Aftab Nagar
685,"Sector 6, Uttara, Dhaka",2300,3,3,50000,Uttara
686,"Bashundhara R-A, Dhaka",1800,4,4,40000,Bashundhara
687,"East Rampura, Rampura, Dhaka",550,2,1,10500,Rampura
688,"Block D, Bashundhara R-A, Dhaka",2250,3,4,30000,Bashundhara
689,"Gulshan 1, Gulshan, Dhaka",2800,3,4,110000,Gulshan
690,"Block I, Bashundhara R-A, Dhaka",1465,3,3,25000,Bashundhara
691,"Shantinagar, Dhaka",700,2,1,18000,Shantinagar
692,"Block G, Bashundhara R-A, Dhaka",1500,4,3,26000,Bashundhara
693,"Block B, Nobodoy Housing Society, Mohammadpur, Dhaka",1050,3,2,16000,Mohammadpur
694,"Baridhara, Dhaka",6300,4,5,400000,Baridhara
695,"Baridhara, Dhaka",6300,4,5,400000,Baridhara
696,"Sector 10, Uttara, Dhaka",2100,3,3,30000,Uttara
697,"Pirerbag, Mirpur, Dhaka",850,2,2,11000,Mirpur
698,"Pirerbag, Mirpur, Dhaka",850,2,2,11000,Mirpur
699,"Cantonment, Dhaka",1000,3,3,21000,Cantonment
700,"Hazaribag, Dhaka",1200,3,2,20000,Hazaribag
701,"Avenue 2, Mirpur DOHS, Mirpur, Dhaka",2400,4,4,40000,Mirpur
702,"Sector 10, Uttara, Dhaka",1500,3,4,24000,Uttara
703,"Sector 13, Uttara, Dhaka",2146,3,4,55000,Uttara
704,"Sector 14, Uttara, Dhaka",1000,2,2,19000,Uttara
705,"Sector 12, Uttara, Dhaka",900,2,2,18000,Uttara
706,"Priyanka City, Sector 12, Uttara, Dhaka",1300,3,4,28000,Uttara
707,"Baridhara, Dhaka",1700,3,3,80000,Baridhara
708,"Baridhara, Dhaka",1700,3,3,80000,Baridhara
709,"Block B, Bashundhara R-A, Dhaka",2200,3,4,67500,Bashundhara
710,"Block H, Bashundhara R-A, Dhaka",1450,3,3,25000,Bashundhara
711,"Block B, Nobodoy Housing Society, Mohammadpur, Dhaka",800,2,2,12000,Mohammadpur
712,"Block B, Nobodoy Housing Society, Mohammadpur, Dhaka",1480,3,3,18000,Mohammadpur
713,"Sector 13, Uttara, Dhaka",900,2,2,17000,Uttara
714,"Sector 11, Uttara, Dhaka",900,2,2,17000,Uttara
715,"Dogair, Demra, Dhaka",750,2,2,7500,Demra
716,"Block A, Bashundhara R-A, Dhaka",1450,3,4,60000,Bashundhara
717,"Block G, Bashundhara R-A, Dhaka",1500,3,3,52500,Bashundhara
718,"Avenue 1, Mirpur DOHS, Mirpur, Dhaka",1100,2,2,26000,Mirpur
719,"Mohammadpur, Dhaka",750,2,2,15000,Mohammadpur
720,"Kuril, Dhaka",1000,3,2,16000,Kuril
721,"Sector 10, Uttara, Dhaka",1500,3,3,20000,Uttara
722,"Shantinagar, Dhaka",700,2,2,21000,Shantinagar
723,"Dhaka Real Estate, Katashur, Mohammadpur, Dhaka",500,1,1,10000,Mohammadpur
724,"Block G, Bashundhara R-A, Dhaka",1400,3,3,23000,Bashundhara
725,"Gandaria, Sutrapur, Dhaka",550,2,1,9000,Sutrapur
726,"Sector 10, Uttara, Dhaka",1400,3,4,20000,Uttara
727,"Block A, Bashundhara R-A, Dhaka",1888,3,4,40000,Bashundhara
728,"PC Culture Housing, Mohammadpur, Dhaka",800,2,2,16500,Mohammadpur
729,"Sector 11, Uttara, Dhaka",1600,3,3,30000,Uttara
730,"Block I, Bashundhara R-A, Dhaka",1150,3,3,17000,Bashundhara
731,"Block D, Bashundhara R-A, Dhaka",1350,3,3,40000,Bashundhara
732,"Sector 12, Uttara, Dhaka",1550,3,3,60000,Uttara
733,"Sector 5, Uttara, Dhaka",1700,3,3,40000,Uttara
734,"Baridhara, Dhaka",2800,4,4,170000,Baridhara
735,"Block C, Bashundhara R-A, Dhaka",1600,3,4,23000,Bashundhara
736,"Block G, Bashundhara R-A, Dhaka",1500,3,3,52500,Bashundhara
737,"Shantibag, Malibagh, Dhaka",700,2,2,17000,Malibagh
738,"Sector 14, Uttara, Dhaka",900,2,2,14000,Uttara
739,"Sector 14, Uttara, Dhaka",1700,3,3,30000,Uttara
740,"Sector 11, Uttara, Dhaka",1500,3,3,35000,Uttara
741,"Pallabi, Mirpur, Dhaka",1350,3,3,20000,Mirpur
742,"Road No 16, Banani, Dhaka",2700,3,4,115000,Banani
743,"Block B, Nobodoy Housing Society, Mohammadpur, Dhaka",1250,3,3,18000,Mohammadpur
744,"Kalabagan, Dhaka",1600,3,4,34000,Kalabagan
745,"Sector 10, Uttara, Dhaka",200,1,1,12000,Uttara
746,"Block B, Bashundhara R-A, Dhaka",2500,3,4,52000,Bashundhara
