Serial No,Location,Apartment_size,Bed,Bath,Price,Area
1091,"Mirpur, Dhaka",1000,3,2,14000,Mirpur
1092,"Block G, Bashundhara R-A, Dhaka",1300,3,2,23000,Bashundhara
1093,"Block A, Metro Housing, Bochila, Mohammadpur, Dhaka",1300,3,3,18000,Mohammadpur
1094,"Nurer Chala, Badda, Dhaka",600,2,2,10000,Badda
1095,"Shyamoli Housing, Shekhertek, Mohammadpur, Dhaka",1200,3,3,17000,Shyamoli
1096,"Section 12, Mirpur, Dhaka",1600,3,3,28000,Mirpur
1097,"Section 12, Mirpur, Dhaka",1600,3,3,28000,Mirpur
1098,"Tejgaon, Dhaka",2150,4,4,50000,Tejgaon
1099,"Tejgaon, Dhaka",2150,4,4,50000,Tejgaon
1100,"Tejgaon, Dhaka",2150,4,4,50000,Tejgaon
1101,"Tejgaon, Dhaka",2150,4,4,50000,Tejgaon
1102,"Middle Kuril, Kuril, Dhaka",700,2,2,13500,Kuril
1103,"Middle Kuril, Kuril, Dhaka",700,2,2,13500,Kuril
1104,"Nayatola, Maghbazar, Dhaka",1500,3,2,25000,Maghbazar
1105,"Section 10, Mirpur, Dhaka",650,2,2,13000,Mirpur
1106,"South Baridhara Residential Area,D. I. T. Project, Badda, Dhaka",700,2,2,12000,Badda
1107,"Block J, Baridhara, Dhaka",2000,4,4,55000,Baridhara
1108,"Mirpur, Dhaka",600,2,1,11000,Mirpur
1109,"Future Town, Bochila, Mohammadpur, Dhaka",800,2,2,11000,Mohammadpur
1110,"Block B, Section 12, Mirpur, Dhaka",1606,3,3,20000,Mirpur
1111,"Block A, Section 10, Mirpur, Dhaka",2100,4,4,30000,Mirpur
1112,"East Kazipara, Mirpur, Dhaka",750,2,2,13000,Mirpur
1113,"Joar Sahara, Dhaka",700,2,1,12000,Joar Sahara
1114,"Block A, Section 12, Mirpur, Dhaka",1350,3,3,25000,Mirpur
1115,"Block A, Nobodoy Housing Society, Mohammadpur, Dhaka",720,2,2,12000,Mohammadpur
1116,"Sector 14, Uttara, Dhaka",500,1,2,15000,Uttara
1117,"Block B, Bochila West Dhanmondi R/A, Bochila, Mohammadpur, Dhaka",700,2,2,13000,Dhanmondi
1118,"Block C, Chad Uddan Housing, Mohammadpur, Dhaka",1150,3,2,15000,Mohammadpur
1119,"Shahjahanpur, Dhaka",1200,3,3,26000,Shahjahanpur
1121,"Senpara Parbata, Section 10, Mirpur, Dhaka",1300,3,3,20000,Mirpur
1122,"Block F, Bashundhara R-A, Dhaka",1890,3,4,32000,Bashundhara
1123,"Banani DOHS, Dhaka",2650,4,5,80000,Banani
1124,"Block B, Bashundhara R-A, Dhaka",2000,3,4,35000,Bashundhara
1125,"Mohammadi Housing LTD., Mohammadpur, Dhaka",1200,3,2,15200,Mohammadpur
1126,"Block A, Section 10, Mirpur, Dhaka",1250,3,3,23000,Mirpur
1127,"Cantonment, Dhaka",1200,4,3,19000,Cantonment
1128,"Joar Sahara, Dhaka",700,2,1,10500,Joar Sahara
1129,"Badda, Dhaka",1050,3,2,18000,Badda
1130,"Block E, Section 12, Mirpur, Dhaka",700,2,2,13500,Mirpur
1131,"Block E, Section 12, Mirpur, Dhaka",650,2,2,12500,Mirpur
1132,"Block G, Section 2, Mirpur, Dhaka",650,2,2,12000,Mirpur
1133,"West Dhanmondi and Shangkar, Dhanmondi, Dhaka",700,2,2,16500,Dhanmondi
1134,"Block B, Section 12, Mirpur, Dhaka",1200,3,3,28500,Mirpur
1135,"Mohammadpur, Dhaka",1600,4,4,30000,Mohammadpur
1136,"Road No 10, Block C, Section 11, Mirpur, Dhaka",650,2,2,10000,Mirpur
1137,"Road No 10, Block C, Section 11, Mirpur, Dhaka",650,2,2,10000,Mirpur
1138,"Road No 10, Block C, Section 11, Mirpur, Dhaka",650,2,2,10000,Mirpur
1139,"Road No 10, Block C, Section 11, Mirpur, Dhaka",650,2,2,10000,Mirpur
1140,"Sector 14, Uttara, Dhaka",1000,3,2,22000,Uttara
1141,"Banglamotors, Dhaka",1650,3,3,35000,Banglamotors
1142,"West Nakhalpara, Tejgaon, Dhaka",700,2,2,18000,Tejgaon
1143,"Nawabgonj, Lalbagh, Dhaka",1200,3,3,18000,Lalbagh
1144,"Block B, Section 12, Mirpur, Dhaka",1200,3,3,26000,Mirpur
1145,"Block B, Section 12, Mirpur, Dhaka",650,2,2,15000,Mirpur
1146,"Block B, Bochila West Dhanmondi R/A, Bochila, Mohammadpur, Dhaka",650,2,2,13000,Dhanmondi
1147,"Sector 12, Uttara, Dhaka",900,2,2,17000,Uttara
1148,"Sector 12, Uttara, Dhaka",900,2,2,17000,Uttara
1149,"Moneshwar, Hazaribag, Dhaka",650,2,1,14000,Hazaribag
1150,"Rupnagar R/A, Mirpur, Dhaka",600,2,2,10500,Mirpur
1151,"Block A, Rajuk Uttara Apartment Project, Sector 18, Uttara, Dhaka",1654,3,4,15000,Uttara
1152,"Suchona Model Town, Bochila, Mohammadpur, Dhaka",800,2,2,12000,Mohammadpur
1153,"Hazaribag, Dhaka",700,2,2,12000,Hazaribag
1154,"Hazaribag, Dhaka",800,2,2,16000,Hazaribag
1155,"Joar Sahara, Dhaka",1000,3,2,18000,Joar Sahara
1156,"Block Dha, Section 12, Mirpur, Dhaka",650,2,2,12000,Mirpur
1157,"Block B, Section 12, Mirpur, Dhaka",650,2,2,13000,Mirpur
1158,"Hazaribag, Dhaka",900,3,2,12000,Hazaribag
1159,"Bhuiya Estate, Jhauchor, Hazaribag, Dhaka",900,3,2,11000,Hazaribag
1160,"Jigatola, Hazaribag, Dhaka",550,2,1,12000,Hazaribag
1161,"Block E, Section 12, Mirpur, Dhaka",650,2,2,12000,Mirpur
1162,"Tajmahal Road, Mohammadpur, Dhaka",900,3,2,22000,Mohammadpur
1163,"Rasulpur, Donia, Jatra Bari, Dhaka",800,3,2,12000,Jatra Bari
1164,"Jigatola, Hazaribag, Dhaka",550,2,1,12000,Hazaribag
1165,"Block A, Section 10, Mirpur, Dhaka",650,2,2,13000,Mirpur
1166,"Kalabagan, Dhaka",1380,3,3,25000,Kalabagan
1167,"Block A, Sayednagar, East Vatara, Vatara, Badda, Dhaka",950,3,2,14000,Vatara
1168,"Section 12, Mirpur, Dhaka",1600,3,3,25000,Mirpur
1169,"Section 12, Mirpur, Dhaka",1600,3,3,25000,Mirpur
1170,"Block D, Dhaka Uddan, Mohammadpur, Dhaka",700,2,2,12000,Mohammadpur
1171,"Block B, Dakkhin Paikpara, Paikpara, Mirpur, Dhaka",850,3,2,13000,Mirpur
1172,"Block B, Dakkhin Paikpara, Paikpara, Mirpur, Dhaka",850,3,2,13000,Mirpur
1173,"Block B, Dakkhin Paikpara, Paikpara, Mirpur, Dhaka",850,3,2,13000,Mirpur
1174,"Block B, Dakkhin Paikpara, Paikpara, Mirpur, Dhaka",850,3,2,13000,Mirpur
1175,"Block A, Nobodoy Housing Society, Mohammadpur, Dhaka",1150,3,2,15000,Mohammadpur
1176,"Block B, Dakkhin Paikpara, Paikpara, Mirpur, Dhaka",850,3,2,13000,Mirpur
1177,"Block B, Dakkhin Paikpara, Paikpara, Mirpur, Dhaka",850,3,2,13000,Mirpur
1178,"Section 12, Mirpur, Dhaka",1600,3,3,25000,Mirpur
1179,"Section 12, Mirpur, Dhaka",1600,3,3,25000,Mirpur
1180,"Block B, Section 12, Mirpur, Dhaka",800,2,2,18000,Mirpur
1181,"Section 12, Mirpur, Dhaka",1600,3,3,25000,Mirpur
1182,"Section 12, Mirpur, Dhaka",1600,3,3,25000,Mirpur
1183,"Block B, Section 12, Mirpur, Dhaka",800,2,2,18000,Mirpur
1184,"Dakshin Khan, Dhaka",650,2,2,10000,Dakshin Khan
1185,"West Dolairpar, Shyampur, Dhaka",800,2,2,11000,Shyampur
1186,"Sector 13, Uttara, Dhaka",1758,3,3,40000,Uttara
1187,"Sector 13, Uttara, Dhaka",850,2,2,20000,Uttara
1188,"Block B, Dakkhin Paikpara, Paikpara, Mirpur, Dhaka",850,3,2,13000,Mirpur
1189,"Block B, Dakkhin Paikpara, Paikpara, Mirpur, Dhaka",850,3,2,13000,Mirpur
1190,"North Azampur, Dakshin Khan, Dhaka",650,2,2,11000,Dakshin Khan
1191,"Section 12, Mirpur, Dhaka",1600,3,3,25000,Mirpur
1192,"Block F, Bashundhara R-A, Dhaka",1450,3,3,30000,Bashundhara
1193,"Block G, Bashundhara R-A, Dhaka",1500,3,3,29000,Bashundhara
1194,"Shantinagar, Dhaka",1870,3,3,47000,Shantinagar
1195,"Shantinagar, Dhaka",1800,3,3,45000,Shantinagar
1196,"Section 12, Mirpur, Dhaka",1600,3,3,25000,Mirpur
1197,"Section 12, Mirpur, Dhaka",1600,3,3,25000,Mirpur
1198,"Section 12, Mirpur, Dhaka",1600,3,3,25000,Mirpur
1199,"Section 12, Mirpur, Dhaka",1600,3,3,25000,Mirpur
1200,"East Kazipara, Mirpur, Dhaka",650,2,1,10000,Mirpur
1201,"Avenue 5, Block C, Section 11, Mirpur, Dhaka",650,2,2,10500,Mirpur
1202,"Section 12, Mirpur, Dhaka",1600,3,3,25000,Mirpur
1203,"North Azampur, Dakshin Khan, Dhaka",650,2,2,11000,Dakshin Khan
1204,"West Kazipara, Mirpur, Dhaka",800,2,2,11000,Mirpur
1205,"Section 1, Mirpur, Dhaka",600,2,1,11000,Mirpur
1206,"Dakkhin Paikpara, Paikpara, Mirpur, Dhaka",1050,3,2,12000,Mirpur
1207,"Dakkhin Paikpara, Paikpara, Mirpur, Dhaka",1050,3,2,12000,Mirpur
1208,"Block A, Section 12, Mirpur, Dhaka",1100,3,3,24000,Mirpur
1209,"Block E, Section 11, Mirpur, Dhaka",650,2,2,12000,Mirpur
1210,"South Badda, Badda, Dhaka",650,2,2,14000,Badda
1211,"Block E, Section 11, Mirpur, Dhaka",650,2,2,12000,Mirpur
1212,"Dakkhin Paikpara, Paikpara, Mirpur, Dhaka",1050,3,2,12000,Mirpur
1213,"Dakkhin Paikpara, Paikpara, Mirpur, Dhaka",1050,3,2,12000,Mirpur
1214,"Dakkhin Paikpara, Paikpara, Mirpur, Dhaka",1050,3,2,12000,Mirpur
1215,"Dakkhin Paikpara, Paikpara, Mirpur, Dhaka",1050,3,2,13000,Mirpur
1216,"Dakkhin Paikpara, Paikpara, Mirpur, Dhaka",1050,3,2,13000,Mirpur
1217,"Dakkhin Paikpara, Paikpara, Mirpur, Dhaka",1050,3,2,13000,Mirpur
1218,"Abdullahbag, Uttar Badda, Badda, Dhaka",1200,3,3,20000,Badda
1219,"Avenue 3, Block B, Section 11, Mirpur, Dhaka",650,2,2,10000,Mirpur
1220,"Block A, Dhaka Uddan, Mohammadpur, Dhaka",1100,3,3,16000,Mohammadpur
1221,"Anurbag, Dakshin Khan, Dhaka",600,2,2,10000,Dakshin Khan
1222,"South Pirerbag, Pirerbag, Mirpur, Dhaka",1250,3,3,20000,Mirpur
1223,"Anurbag, Dakshin Khan, Dhaka",1500,3,3,17000,Dakshin Khan
1224,"Anurbag, Dakshin Khan, Dhaka",1500,3,3,17000,Dakshin Khan
1225,"West Dolairpar, Shyampur, Dhaka",800,2,2,10000,Shyampur
1226,"Badda, Dhaka",750,2,2,16000,Badda
1227,"South Pirerbag, Pirerbag, Mirpur, Dhaka",1250,3,3,20000,Mirpur
1228,"Mohammadpur, Dhaka",720,2,2,22000,Mohammadpur
1229,"Tikatuli, Sutrapur, Dhaka",1200,3,3,25000,Sutrapur
1230,"Ahmed Nagar, Mirpur, Dhaka",1000,2,2,12500,Mirpur
1231,"Ahmed Nagar, Mirpur, Dhaka",1200,3,3,14000,Mirpur
1232,"Sector 14, Uttara, Dhaka",1000,3,3,18000,Uttara
1233,"Ibrahimpur, Dhaka",800,2,2,13000,Ibrahimpur
1234,"Block A, Metro Housing, Bochila, Mohammadpur, Dhaka",1300,3,3,18000,Mohammadpur
1235,"Block G, Bashundhara R-A, Dhaka",1300,3,2,23000,Bashundhara
1236,"West Shewrapara, Mirpur, Dhaka",1100,3,3,20000,Mirpur
1237,"West Shewrapara, Mirpur, Dhaka",950,3,2,12000,Mirpur
1238,"Section 1, Mirpur, Dhaka",700,2,2,12000,Mirpur
1239,"Badda, Dhaka",1350,3,3,25000,Badda
1240,"Bangshal, Dhaka",600,2,1,15000,Bangshal
1241,"Block J, Bashundhara R-A, Dhaka",2350,4,4,45000,Bashundhara
1242,"Block B, Bochila West Dhanmondi R/A, Bochila, Mohammadpur, Dhaka",700,2,2,13000,Dhanmondi
1243,"Block B, Bochila West Dhanmondi R/A, Bochila, Mohammadpur, Dhaka",700,2,2,13000,Dhanmondi
1244,"Nurer Chala, Badda, Dhaka",600,2,2,10000,Badda
1245,"Nurer Chala, Badda, Dhaka",600,2,2,10000,Badda
1246,"South Pirerbag, Pirerbag, Mirpur, Dhaka",800,2,2,14000,Mirpur
1247,"Hazaribag, Dhaka",700,2,1,13000,Hazaribag
1248,"Hazaribag, Dhaka",700,2,1,13000,Hazaribag
1249,"South Azampur, Dakshin Khan, Dhaka",600,2,2,10000,Dakshin Khan
1250,"Middle Pirerbag, Pirerbag, Mirpur, Dhaka",1250,3,3,17000,Mirpur
1251,"West Dhanmondi, Dhanmondi, Dhaka",1250,3,3,25000,Dhanmondi
1252,"Middle Pirerbag, Pirerbag, Mirpur, Dhaka",1250,3,3,16000,Mirpur
1253,"Middle Pirerbag, Pirerbag, Mirpur, Dhaka",1250,3,3,17000,Mirpur
1254,"Jagannathpur, Badda, Dhaka",550,2,1,11000,Badda
1255,"Jagannathpur, Badda, Dhaka",700,2,2,15000,Badda
1256,"Block A, Bochila West Dhanmondi R/A, Bochila, Mohammadpur, Dhaka",700,2,2,12000,Dhanmondi
1257,"Badda, Dhaka",800,2,2,12500,Badda
1258,"Goltek, Cantonment, Dhaka",1050,3,3,10000,Cantonment
1259,"Block B, Bashundhara R-A, Dhaka",1450,3,3,30000,Bashundhara
1260,"Sector 13, Uttara, Dhaka",900,2,2,18000,Uttara
1261,"Uttar Badda, Badda, Dhaka",950,3,2,18000,Badda
1262,"Joar Sahara, Dhaka",700,2,2,12500,Joar Sahara
1263,"West Shewrapara, Mirpur, Dhaka",1100,3,3,15000,Mirpur
1264,"Jigatola, Hazaribag, Dhaka",900,3,2,22000,Hazaribag
1265,"Mohammadpur, Dhaka",850,2,2,14000,Mohammadpur
1266,"West Shewrapara, Mirpur, Dhaka",1100,3,3,20000,Mirpur
1267,"Taltola, Agargaon, Dhaka",800,2,2,14000,Taltola
1268,"West Shewrapara, Mirpur, Dhaka",1220,3,2,15000,Mirpur
1269,"Block C, Section 1, Mirpur, Dhaka",650,2,2,11000,Mirpur
1270,"Pirerbag, Mirpur, Dhaka",700,2,2,12000,Mirpur
1271,"Block H, Section 2, Mirpur, Dhaka",700,2,2,13000,Mirpur
1272,"Block C, Kaderabad Housing Society, Bosila, Mohammadpur, Dhaka",1650,3,3,30000,Mohammadpur
1273,"Sector 10, Uttara, Dhaka",1900,3,3,35000,Uttara
1274,"Sector 7, Uttara, Dhaka",1600,2,3,27000,Uttara
1275,"Block J, Baridhara, Dhaka",1300,3,3,30000,Baridhara
1276,"Merul Badda, Badda, Dhaka",1475,3,3,30000,Badda
1277,"Eastern Pallabi, Pallabi, Mirpur, Dhaka",650,2,2,10000,Mirpur
1278,"Block D, Bashundhara R-A, Dhaka",1250,3,3,21000,Bashundhara
1279,"Avenue 5, Mirpur DOHS, Mirpur, Dhaka",2200,3,3,38000,Mirpur
1280,"Kalachandpur, Dhaka",900,2,2,15000,Kalachandpur
1281,"Avenue 6, Mirpur DOHS, Mirpur, Dhaka",1200,2,2,26000,Mirpur
1282,"Avenue 5, Mirpur DOHS, Mirpur, Dhaka",1100,2,2,25000,Mirpur
1283,"East Nakhalpara, Tejgaon, Dhaka",800,2,2,19000,Tejgaon
1284,"Hazaribag, Dhaka",650,2,1,10000,Hazaribag
1285,"Block K, Bashundhara R-A, Dhaka",2250,4,4,35000,Bashundhara
1286,"Ashkona, Dakshin Khan, Dhaka",700,2,2,10500,Dakshin Khan
1287,"South Badda, Badda, Dhaka",750,2,2,18000,Badda
1288,"Bochila, Mohammadpur, Dhaka",1100,3,3,13000,Mohammadpur
1289,"Mohammadi Housing LTD., Mohammadpur, Dhaka",950,3,2,26000,Mohammadpur
1290,"Bochila, Mohammadpur, Dhaka",1100,3,3,13000,Mohammadpur
1291,"Bonolota Abashik Elaka, West Agargaon, Agargaon, Dhaka",1050,3,2,16000,Agargaon
1292,"Malibagh, Dhaka",1300,3,3,32000,Malibagh
1293,"Section 1, Mirpur, Dhaka",1100,3,3,15000,Mirpur
1294,"Joar Sahara, Dhaka",850,2,2,14000,Joar Sahara
1295,"Middle Pirerbag, Pirerbag, Mirpur, Dhaka",1100,3,2,13500,Mirpur
1296,"Dakkhin Paikpara, Paikpara, Mirpur, Dhaka",1465,3,3,20000,Mirpur
1297,"West Rampura, Rampura, Dhaka",1100,3,3,20000,Rampura
1298,"Section 1, Mirpur, Dhaka",700,2,2,12000,Mirpur
1299,"Kallyanpur, Mirpur, Dhaka",800,2,2,15000,Mirpur
1300,"Block D, Dhaka Uddan, Mohammadpur, Dhaka",720,2,2,11000,Mohammadpur
1301,"North Azampur, Dakshin Khan, Dhaka",650,2,2,11000,Dakshin Khan
1302,"West Rampura, Rampura, Dhaka",1150,3,2,19000,Rampura
1303,"Section 12, Mirpur, Dhaka",1600,3,3,25000,Mirpur
1304,"North Azampur, Dakshin Khan, Dhaka",650,2,2,11000,Dakshin Khan
1305,"Block D, Section 6, Mirpur, Dhaka",650,2,2,12500,Mirpur
1306,"Dakkhin Paikpara, Paikpara, Mirpur, Dhaka",1050,3,2,13000,Mirpur
1307,"Dakkhin Paikpara, Paikpara, Mirpur, Dhaka",1050,3,2,13000,Mirpur
1308,"Dakkhin Paikpara, Paikpara, Mirpur, Dhaka",1050,3,2,13000,Mirpur
1309,"Dakkhin Paikpara, Paikpara, Mirpur, Dhaka",1050,3,2,12000,Mirpur
1310,"Nowapara, Dakshin Khan, Dhaka",700,2,2,10000,Dakshin Khan
1311,"Nowapara, Dakshin Khan, Dhaka",700,2,2,10000,Dakshin Khan
1312,"Wari, Sutrapur, Dhaka",2100,4,3,42000,Sutrapur
1313,"Nowapara, Dakshin Khan, Dhaka",700,2,2,10000,Dakshin Khan
1314,"Nowapara, Dakshin Khan, Dhaka",700,2,2,10000,Dakshin Khan
1315,"Nowapara, Dakshin Khan, Dhaka",700,2,2,10000,Dakshin Khan
1316,"Nowapara, Dakshin Khan, Dhaka",700,2,2,10000,Dakshin Khan
1317,"Nowapara, Dakshin Khan, Dhaka",700,2,2,10000,Dakshin Khan
1318,"Nowapara, Dakshin Khan, Dhaka",700,2,2,10000,Dakshin Khan
1319,"Block C, Dhaka Uddan, Mohammadpur, Dhaka",1100,3,3,13000,Mohammadpur
1320,"Section 12, Mirpur, Dhaka",1600,3,3,25000,Mirpur
1321,"Section 12, Mirpur, Dhaka",1600,3,3,25000,Mirpur
1322,"Section 12, Mirpur, Dhaka",1600,3,3,25000,Mirpur
1323,"Moddhopara, Ashkona, Dakshin Khan, Dhaka",700,2,2,10000,Dakshin Khan
1324,"Block B, Section 12, Mirpur, Dhaka",850,2,2,19000,Mirpur
1325,"North Pirerbag, Pirerbag, Section 1, Mirpur, Dhaka",800,2,2,11000,Mirpur
1326,"West Shewrapara, Mirpur, Dhaka",1100,3,3,20000,Mirpur
1327,"West Shewrapara, Mirpur, Dhaka",950,3,2,12000,Mirpur
1328,"Block A, Dhaka Uddan, Mohammadpur, Dhaka",1200,3,3,16000,Mohammadpur
1329,"Block A, Dhaka Uddan, Mohammadpur, Dhaka",1600,3,3,16000,Mohammadpur
1330,"Block B, Bochila West Dhanmondi R/A, Bochila, Mohammadpur, Dhaka",700,2,2,13000,Dhanmondi
1331,"Block J, Bashundhara R-A, Dhaka",1100,3,2,18000,Bashundhara
1332,"East Shewrapara, Mirpur, Dhaka",650,2,2,11000,Mirpur
1333,"Nurer Chala, Badda, Dhaka",750,2,2,11000,Badda
1334,"Bashundhara R-A, Dhaka",1400,3,4,22000,Bashundhara
1335,"Mirpur, Dhaka",1000,3,2,15000,Mirpur
1336,"Vashantek, Cantonment, Dhaka",1000,3,2,15000,Cantonment
1337,"Ashkona, Dakshin Khan, Dhaka",1330,3,3,20000,Dakshin Khan
1338,"Block A, Bashundhara R-A, Dhaka",1600,3,3,45000,Bashundhara
1339,"Pirerbag, Mirpur, Dhaka",960,3,2,13000,Mirpur
1340,"Block J, Bashundhara R-A, Dhaka",2000,3,3,30000,Bashundhara
1341,"Rayer Bazaar, Hazaribag, Dhaka",600,2,2,15000,Hazaribag
1342,"Rayer Bazaar, Hazaribag, Dhaka",800,2,2,16000,Hazaribag
1343,"Mugdapara, Dhaka",1150,3,2,22000,Mugdapara
1344,"Mirpur, Dhaka",600,2,2,10000,Mirpur
1345,"Jagannathpur, Badda, Dhaka",700,2,2,13000,Badda
1346,"Baigertek, Cantonment, Dhaka",1000,3,3,11000,Cantonment
1347,"Baigertek, Cantonment, Dhaka",1000,3,2,10000,Cantonment
1348,"Jagannathpur, Badda, Dhaka",700,2,2,15000,Badda
1349,"Nayatola, Maghbazar, Dhaka",1500,3,3,25000,Maghbazar
1350,"Nayatola, Maghbazar, Dhaka",1200,3,2,24000,Maghbazar
1351,"Nayatola, Maghbazar, Dhaka",1300,3,2,24000,Maghbazar
1352,"Ahmed Nagar, Mirpur, Dhaka",1000,2,2,15000,Mirpur
1353,"Jagannathpur, Badda, Dhaka",800,2,2,17000,Badda
1354,"Jagannathpur, Badda, Dhaka",1050,3,3,18000,Badda
1355,"Jagannathpur, Badda, Dhaka",600,2,1,11000,Badda
1356,"Jagannathpur, Badda, Dhaka",600,2,1,11000,Badda
1357,"Jagannathpur, Badda, Dhaka",700,2,2,13000,Badda
1358,"West Dhanmondi and Shangkar, Dhanmondi, Dhaka",800,2,2,17000,Dhanmondi
1359,"West Dhanmondi and Shangkar, Dhanmondi, Dhaka",1000,3,2,18500,Dhanmondi
1360,"Jagannathpur, Badda, Dhaka",700,2,2,13000,Badda
1361,"Block G, Bashundhara R-A, Dhaka",750,2,2,19000,Bashundhara
1362,"West Shewrapara, Mirpur, Dhaka",800,2,2,10500,Mirpur
1363,"Jagannathpur, Badda, Dhaka",800,2,2,18000,Badda
1364,"Jagannathpur, Badda, Dhaka",750,2,2,15000,Badda
1365,"Dhanmondi, Dhaka",2000,3,3,60000,Dhanmondi
1366,"Dhanmondi, Dhaka",1200,3,3,26000,Dhanmondi
1367,"Jagannathpur, Badda, Dhaka",750,2,2,16000,Badda
1368,"Sector 10, Uttara, Dhaka",1500,3,3,20000,Uttara
1369,"Block B, Nobodoy Housing Society, Mohammadpur, Dhaka",900,3,2,14000,Mohammadpur
1370,"North Kalachandpur, Kalachandpur, Dhaka",550,1,1,10500,Kalachandpur
1371,"Bibir Bagicha, Jatra Bari, Dhaka",950,3,2,11500,Jatra Bari
1372,"Sector 10, Uttara, Dhaka",850,2,2,15000,Uttara
1373,"Sector 10, Uttara, Dhaka",850,2,2,15000,Uttara
1374,"Satarkul, Uttar Badda, Badda, Dhaka",700,2,2,12000,Satarkul
1375,"West Dhanmondi and Shangkar, Dhanmondi, Dhaka",1200,3,4,23000,Dhanmondi
1376,"Block C, Bashundhara R-A, Dhaka",2950,4,5,55000,Bashundhara
1377,"Dhanmondi, Dhaka",1400,3,3,40000,Dhanmondi
1378,"Block A, Sayednagar, East Vatara, Vatara, Badda, Dhaka",1300,3,3,26000,Vatara
1379,"Bibir Bagicha, Jatra Bari, Dhaka",800,2,2,11500,Jatra Bari
1380,"Vatara, Badda, Dhaka",1050,3,2,17000,Vatara
1381,"Dhanmondi, Dhaka",1700,3,3,40000,Dhanmondi
1382,"Dhanmondi, Dhaka",1450,3,3,35000,Dhanmondi
1383,"Natun Bazar, Badda, Dhaka",1100,2,2,17000,Badda
1384,"Block C, Nobodoy Housing Society, Mohammadpur, Dhaka",800,2,2,13500,Mohammadpur
1385,"Kalachandpur, Dhaka",700,2,2,12500,Kalachandpur
1386,"Mirpur, Dhaka",1200,3,3,18000,Mirpur
1387,"Block F, Bashundhara R-A, Dhaka",1600,2,3,24000,Bashundhara
1388,"South Kallyanpur, Kallyanpur, Mirpur, Dhaka",800,2,2,12000,Mirpur
1389,"Badda, Dhaka",1000,3,2,20000,Badda
1390,"Joar Sahara, Dhaka",1100,4,2,21000,Joar Sahara
1391,"Agargaon, Dhaka",850,2,2,15000,Agargaon
1392,"Agargaon, Dhaka",1100,3,2,15000,Agargaon
1393,"Block B, Chandrima Model Town, Mohammadpur, Dhaka",720,2,2,10000,Mohammadpur
1394,"Adarsha Nagar, Badda, Dhaka",720,2,2,12000,Badda
1395,"Block D, Section 12, Mirpur, Dhaka",650,2,2,10000,Mirpur
1396,"Block D, Section 12, Mirpur, Dhaka",650,2,2,10000,Mirpur
1397,"Lalmatia, Dhaka",1200,3,3,35000,Lalmatia
1398,"Mirpur, Dhaka",1100,3,3,17000,Mirpur
1399,"Block D, Section 12, Mirpur, Dhaka",650,2,2,10000,Mirpur
1400,"Cantonment, Dhaka",750,2,2,12000,Cantonment
1401,"Faydabad, Dakshin Khan, Dhaka",850,2,1,15000,Dakshin Khan
1402,"Block M, South Banasree Project, Banasree, Dhaka",1050,3,2,13000,Banasree
1403,"Joar Sahara, Dhaka",700,2,2,14000,Joar Sahara
1404,"West Vatara, Vatara, Badda, Dhaka",550,2,1,10000,Vatara
1405,"Joar Sahara, Dhaka",700,2,2,13500,Joar Sahara
1406,"Kuril, Dhaka",700,2,1,14000,Kuril
1407,"Uttar Badda, Badda, Dhaka",1100,3,3,14000,Badda
1408,"Shukrabad, Dhanmondi, Dhaka",1250,3,3,32000,Dhanmondi
1409,"Mirpur, Dhaka",600,2,2,10000,Mirpur
1410,"Block D, Section 12, Mirpur, Dhaka",650,2,2,10000,Mirpur
1411,"Block D, Section 12, Mirpur, Dhaka",650,2,2,10000,Mirpur
1412,"Block D, Section 12, Mirpur, Dhaka",650,2,2,10000,Mirpur
1413,"Dhanmondi, Dhaka",800,2,2,24000,Dhanmondi
1414,"Mirpur, Dhaka",600,2,1,9500,Mirpur
1415,"Hazaribag, Dhaka",1100,3,2,13000,Hazaribag
1416,"Sector 7, Uttara, Dhaka",1800,4,4,35000,Uttara
1417,"Bangshal, Dhaka",650,2,1,15000,Bangshal
1418,"Shantinagar, Dhaka",1850,3,3,40000,Shantinagar
1419,"Sector 5, Uttara, Dhaka",950,2,2,20000,Uttara
1420,"Block D, Section 12, Mirpur, Dhaka",650,2,2,12500,Mirpur
1421,"Bhagalpur, Hazaribag, Dhaka",650,2,1,10000,Hazaribag
1422,"Block F, Eastern Housing, Pallabi, Mirpur, Dhaka",800,2,2,10000,Mirpur
1423,"Block C, Section 12, Mirpur, Dhaka",650,2,2,10000,Mirpur
1424,"Sector 13, Uttara, Dhaka",900,2,2,20000,Uttara
1425,"Dhanmondi, Dhaka",2200,3,3,80000,Dhanmondi
1426,"East Shewrapara, Mirpur, Dhaka",750,2,2,13500,Mirpur
1427,"Block D, Eastern Housing, Pallabi, Mirpur, Dhaka",650,2,2,10000,Mirpur
1428,"Block D, Section 12, Mirpur, Dhaka",650,2,2,10000,Mirpur
1429,"West Dhanmondi, Dhanmondi, Dhaka",900,2,2,22000,Dhanmondi
1430,"Mugdapara, Dhaka",1400,3,3,22000,Mugdapara
1431,"Dhanmondi, Dhaka",1800,3,3,40000,Dhanmondi
1432,"Block A, Section 11, Mirpur, Dhaka",650,2,2,11000,Mirpur
1433,"Block D, Section 12, Mirpur, Dhaka",650,2,2,10000,Mirpur
1434,"West Dhanmondi and Shangkar, Dhanmondi, Dhaka",900,2,2,15000,Dhanmondi
